track,fast_driver,fast_lap_time,slow_driver,slow_lap_time,time_gap,corner,brake_delta,apex_throttle_delta,duration_delta,fast_brake,slow_brake,fast_apex_throttle,slow_apex_throttle,time_lost_sec
Sonoma,GR86-003-017,115.004,GR86-024-041,116.635,1.6310000000000002,9,-62.26,-0.11000000000000032,21,110.405,48.145,2.62,2.51,0.84
Sonoma,GR86-003-017,115.004,GR86-024-041,116.635,1.6310000000000002,10,-99.19,0.010000000000000231,-3,120.72,21.53,2.48,2.49,-0.12
Sonoma,GR86-003-017,115.004,GR86-024-041,116.635,1.6310000000000002,11,-38.5,34.57,-16,38.5,0.0,2.45,37.02,-0.64
Sonoma,GR86-003-017,115.004,GR86-024-041,116.635,1.6310000000000002,12,-72.545,35.940000000000005,6,72.545,0.0,2.58,38.52,0.24
Sonoma,GR86-003-017,115.004,GR86-024-041,116.635,1.6310000000000002,13,4.075000000000003,0.020000000000000018,4,72.73,76.805,2.59,2.61,0.16
Sonoma,GR86-003-017,115.004,GR86-024-041,116.635,1.6310000000000002,14,-2.7150000000000034,-0.10000000000000009,41,86.555,83.84,2.48,2.38,1.6400000000000001
Sonoma,GR86-003-017,115.004,GR86-024-041,116.635,1.6310000000000002,15,2.9749999999999943,0.03000000000000025,-23,35.175000000000004,38.15,2.42,2.45,-0.92
Sonoma,GR86-003-017,115.004,GR86-024-041,116.635,1.6310000000000002,16,-92.095,20.45,-100,92.095,0.0,2.45,22.9,-4.0
Sonoma,GR86-003-017,115.004,GR86-024-041,116.635,1.6310000000000002,17,-108.53,33.08,-91,108.53,0.0,2.45,35.53,-3.64
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,1,-35.22,6.5200000000000005,-81,40.865,5.6450000000000005,2.45,8.97,-3.24
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,2,54.63499999999999,0.07000000000000028,71,43.825,98.46,2.51,2.58,2.84
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,3,-29.53,18.89,-30,29.53,0.0,2.47,21.36,-1.2
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,4,84.48,-2.5799999999999996,17,0.0,84.48,5.13,2.5500000000000003,0.68
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,5,-63.635,1.13,26,70.03,6.3950000000000005,2.52,3.65,1.04
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,6,-0.7800000000000011,-0.009999999999999787,26,76.895,76.115,2.5,2.49,1.04
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,7,6.5,0.07000000000000028,-14,47.93,54.43,2.48,2.5500000000000003,-0.56
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,8,5.910000000000004,-0.11999999999999966,66,37.11,43.02,2.51,2.39,2.64
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,9,-13.155000000000001,-0.010000000000000231,18,110.405,97.25,2.62,2.61,0.72
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,10,-52.965,-0.040000000000000036,-10,120.72,67.755,2.48,2.44,-0.4
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,11,-4.975000000000001,0.05999999999999961,10,38.5,33.525,2.45,2.51,0.4
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,12,16.040000000000006,-0.08999999999999986,131,72.545,88.58500000000001,2.58,2.49,5.24
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,13,35.19,-0.06999999999999984,116,72.73,107.92,2.59,2.52,4.64
Sonoma,GR86-003-017,115.004,GR86-025-047,117.562,2.5579999999999927,14,-86.555,36.0,-16,86.555,0.0,2.48,38.48,-0.64
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,1,-29.19,9.629999999999999,-67,40.865,11.675,2.45,12.08,-2.68
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,2,-29.190000000000005,0.04000000000000048,-16,43.825,14.635,2.51,2.5500000000000003,-0.64
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,3,-0.20000000000000284,1.48,-19,29.53,29.33,2.47,3.95,-0.76
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,4,40.96,-2.62,14,0.0,40.96,5.13,2.51,0.56
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,5,-46.88,0.1499999999999999,36,70.03,23.15,2.52,2.67,1.44
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,6,-53.959999999999994,0.30000000000000027,-34,76.895,22.935,2.5,2.8000000000000003,-1.36
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,7,26.15500000000001,-0.040000000000000036,42,47.93,74.08500000000001,2.48,2.44,1.68
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,8,50.22500000000001,0.16000000000000014,18,37.11,87.33500000000001,2.51,2.67,0.72
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,9,-108.575,-0.06000000000000005,38,110.405,1.83,2.62,2.56,1.52
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,10,-14.204999999999998,0.029999999999999805,27,120.72,106.515,2.48,2.51,1.08
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,11,-11.475000000000001,0.10000000000000009,2,38.5,27.025,2.45,2.5500000000000003,0.08
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,12,-72.545,35.22,13,72.545,0.0,2.58,37.8,0.52
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,13,33.325,-0.1299999999999999,127,72.73,106.055,2.59,2.46,5.08
Sonoma,GR86-003-017,115.004,GR86-026-072,115.065,0.06099999999999284,14,28.125,0.010000000000000231,100,86.555,114.68,2.48,2.49,4.0
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,1,-40.865,0.5799999999999996,-73,40.865,0.0,2.45,3.03,-2.92
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,2,15.170000000000002,0.15000000000000036,-19,43.825,58.995000000000005,2.51,2.66,-0.76
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,3,31.985,0.0,13,29.53,61.515,2.47,2.47,0.52
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,4,0.0,-2.6,79,0.0,0.0,5.13,2.53,3.16
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,5,45.334999999999994,-0.04999999999999982,63,70.03,115.365,2.52,2.47,2.52
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,6,-35.525,0.009999999999999787,-69,76.895,41.37,2.5,2.51,-2.7600000000000002
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,7,-27.085,-0.029999999999999805,15,47.93,20.845,2.48,2.45,0.6
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,8,61.575,-0.009999999999999787,-38,37.11,98.685,2.51,2.5,-1.52
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,9,-43.95,-0.16999999999999993,54,110.405,66.455,2.62,2.45,2.16
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,10,-97.19,-0.009999999999999787,-6,120.72,23.53,2.48,2.47,-0.24
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,11,38.515,0.020000000000000018,-9,38.5,77.015,2.45,2.47,-0.36
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,12,-33.645,-0.10999999999999988,80,72.545,38.9,2.58,2.47,3.2
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,13,24.614999999999995,-0.08999999999999986,42,72.73,97.345,2.59,2.5,1.68
Sonoma,GR86-003-017,115.004,GR86-029-014,115.196,0.19199999999999307,14,-48.940000000000005,-0.009999999999999787,43,86.555,37.615,2.48,2.47,1.72
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,1,39.63,0.040000000000000036,62,40.865,80.495,2.45,2.49,2.48
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,2,-21.240000000000002,-0.019999999999999574,65,43.825,22.585,2.51,2.49,2.6
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,3,-29.53,54.97,-30,29.53,0.0,2.47,57.44,-1.2
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,4,75.55,-2.6399999999999997,37,0.0,75.55,5.13,2.49,1.48
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,5,-20.480000000000004,0.1299999999999999,-2,70.03,49.55,2.52,2.65,-0.08
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,6,-42.925,-0.009999999999999787,-5,76.895,33.97,2.5,2.49,-0.2
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,7,-47.93,22.849999999999998,-7,47.93,0.0,2.48,25.33,-0.28
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,8,42.58,-0.05999999999999961,116,37.11,79.69,2.51,2.45,4.64
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,9,-110.405,0.22999999999999998,30,110.405,0.0,2.62,2.85,1.2
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,10,-43.88499999999999,0.040000000000000036,-35,120.72,76.83500000000001,2.48,2.52,-1.4000000000000001
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,11,39.769999999999996,0.0,49,38.5,78.27,2.45,2.45,1.96
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,12,5.844999999999999,-0.029999999999999805,0,72.545,78.39,2.58,2.5500000000000003,0.0
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,13,10.939999999999998,-0.09999999999999964,4,72.73,83.67,2.59,2.49,0.16
Sonoma,GR86-003-017,115.004,GR86-032-015,115.183,0.17900000000000205,14,-34.06,0.010000000000000231,83,86.555,52.495000000000005,2.48,2.49,3.3200000000000003
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,1,-40.865,3.66,-47,40.865,0.0,2.45,6.11,-1.8800000000000001
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,2,31.42,-0.029999999999999805,-37,43.825,75.245,2.51,2.48,-1.48
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,3,6.329999999999998,-0.1200000000000001,26,29.53,35.86,2.47,2.35,1.04
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,4,13.825,-2.9299999999999997,16,0.0,13.825,5.13,2.2,0.64
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,5,-70.03,0.6099999999999999,21,70.03,0.0,2.52,3.13,0.84
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,6,35.845,-0.3599999999999999,-74,76.895,112.74,2.5,2.14,-2.96
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,7,8.015,-0.06000000000000005,13,47.93,55.945,2.48,2.42,0.52
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,8,21.35,-0.18999999999999995,-36,37.11,58.46,2.51,2.32,-1.44
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,9,-78.925,-0.16000000000000014,51,110.405,31.48,2.62,2.46,2.04
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,10,13.125,-0.33999999999999986,-59,120.72,133.845,2.48,2.14,-2.36
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,11,78.3,0.4299999999999997,-43,38.5,116.8,2.45,2.88,-1.72
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,12,5.420000000000002,-0.1499999999999999,58,72.545,77.965,2.58,2.43,2.32
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,13,-38.075,-0.13999999999999968,54,72.73,34.655,2.59,2.45,2.16
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,14,-68.38000000000001,-0.10000000000000009,310,86.555,18.175,2.48,2.38,12.4
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,15,-17.000000000000004,-0.009999999999999787,-70,35.175000000000004,18.175,2.42,2.41,-2.8000000000000003
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,16,-72.16499999999999,0.04999999999999982,-102,92.095,19.93,2.45,2.5,-4.08
Sonoma,GR86-003-017,115.004,GR86-033-046,124.712,9.707999999999998,17,-88.66,-0.03000000000000025,368,108.53,19.87,2.45,2.42,14.72
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,1,-1.9350000000000023,0.040000000000000036,72,40.865,38.93,2.45,2.49,2.88
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,2,-31.115000000000002,-0.019999999999999574,3,43.825,12.71,2.51,2.49,0.12
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,3,-29.53,1.27,17,29.53,0.0,2.47,3.74,0.68
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,4,54.83,-2.8,49,0.0,54.83,5.13,2.33,1.96
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,5,-7.219999999999999,-0.029999999999999805,99,70.03,62.81,2.52,2.49,3.96
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,6,-76.895,34.15,-32,76.895,0.0,2.5,36.65,-1.28
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,7,27.500000000000007,-0.08999999999999986,46,47.93,75.43,2.48,2.39,1.84
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,8,-37.11,22.880000000000003,-47,37.11,0.0,2.51,25.39,-1.8800000000000001
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,9,-91.36,-0.1299999999999999,68,110.405,19.045,2.62,2.49,2.72
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,10,-120.72,14.32,-21,120.72,0.0,2.48,16.8,-0.84
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,11,-38.5,34.739999999999995,-36,38.5,0.0,2.45,37.19,-1.44
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,12,19.855000000000004,-0.18999999999999995,133,72.545,92.4,2.58,2.39,5.32
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,13,20.35499999999999,-0.009999999999999787,36,72.73,93.085,2.59,2.58,1.44
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,14,-36.65500000000001,-0.009999999999999787,59,86.555,49.9,2.48,2.47,2.36
Sonoma,GR86-003-017,115.004,GR86-035-011,115.085,0.08099999999998886,15,3.174999999999997,0.08000000000000007,-4,35.175000000000004,38.35,2.42,2.5,-0.16
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,1,-40.865,0.040000000000000036,-20,40.865,0.0,2.45,2.49,-0.8
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,2,37.56999999999999,0.07000000000000028,-36,43.825,81.395,2.51,2.58,-1.44
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,3,15.774999999999999,0.009999999999999787,3,29.53,45.305,2.47,2.48,0.12
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,4,28.065,-2.69,7,0.0,28.065,5.13,2.44,0.28
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,5,-70.03,1.9099999999999997,27,70.03,0.0,2.52,4.43,1.08
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,6,31.91000000000001,-0.06000000000000005,-24,76.895,108.805,2.5,2.44,-0.96
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,7,-6.619999999999997,-0.06999999999999984,72,47.93,41.31,2.48,2.41,2.88
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,8,94.00500000000001,-0.09999999999999964,25,37.11,131.115,2.51,2.41,1.0
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,9,-87.59,-0.22999999999999998,55,110.405,22.815,2.62,2.39,2.2
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,10,19.580000000000013,-0.040000000000000036,-29,120.72,140.3,2.48,2.44,-1.16
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,11,37.955,-0.03000000000000025,35,38.5,76.455,2.45,2.42,1.4000000000000001
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,12,45.325,-0.1200000000000001,14,72.545,117.87,2.58,2.46,0.56
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,13,24.795,-0.1599999999999997,86,72.73,97.525,2.59,2.43,3.44
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,14,-86.555,2.43,186,86.555,0.0,2.48,4.91,7.44
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,15,-18.145000000000003,-0.009999999999999787,142,35.175000000000004,17.03,2.42,2.41,5.68
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,16,37.860000000000014,-0.010000000000000231,-100,92.095,129.955,2.45,2.44,-4.0
Sonoma,GR86-003-017,115.004,GR86-037-003,115.068,0.06399999999999295,17,-0.23000000000000398,-0.040000000000000036,8,108.53,108.3,2.45,2.41,0.32
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,1,-40.865,49.57,-88,40.865,0.0,2.45,52.02,-3.52
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,2,6.134999999999998,-0.1299999999999999,117,43.825,49.96,2.51,2.38,4.68
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,3,-29.53,0.27,61,29.53,0.0,2.47,2.74,2.44
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,4,63.115,-2.78,84,0.0,63.115,5.13,2.35,3.36
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,5,-70.03,32.16,1,70.03,0.0,2.52,34.68,0.04
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,6,-25.714999999999996,-0.06000000000000005,11,76.895,51.18,2.5,2.44,0.44
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,7,35.865,-0.1299999999999999,62,47.93,83.795,2.48,2.35,2.48
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,8,-37.11,44.79,-46,37.11,0.0,2.51,47.3,-1.84
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,9,-100.56,-0.3500000000000001,66,110.405,9.845,2.62,2.27,2.64
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,10,-120.72,34.730000000000004,-49,120.72,0.0,2.48,37.21,-1.96
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,11,36.150000000000006,-0.040000000000000036,76,38.5,74.65,2.45,2.41,3.04
Sonoma,GR86-003-017,115.004,GR86-038-093,115.104,0.09999999999999432,12,30.08,-0.22999999999999998,121,72.545,102.625,2.58,2.35,4.84
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,1,-40.865,37.33,-48,40.865,0.0,2.45,39.78,-1.92
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,2,24.769999999999996,-0.22999999999999998,112,43.825,68.595,2.51,2.28,4.48
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,3,-29.53,2.4599999999999995,34,29.53,0.0,2.47,4.93,1.36
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,4,0.0,14.45,14,0.0,0.0,5.13,19.58,0.56
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,5,38.97,-0.20999999999999996,64,70.03,109.0,2.52,2.31,2.56
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,6,29.53,1.0099999999999998,37,76.895,106.425,2.5,3.51,1.48
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,7,58.339999999999996,-0.22999999999999998,147,47.93,106.27,2.48,2.25,5.88
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,8,-37.11,22.46,-30,37.11,0.0,2.51,24.97,-1.2
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,9,-14.86,-0.3900000000000001,146,110.405,95.545,2.62,2.23,5.84
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,10,0.4000000000000057,1.04,-38,120.72,121.12,2.48,3.52,-1.52
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,11,45.400000000000006,-0.07000000000000028,19,38.5,83.9,2.45,2.38,0.76
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,12,11.780000000000001,-0.33999999999999986,13,72.545,84.325,2.58,2.24,0.52
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,13,-2.135000000000005,-0.2899999999999996,59,72.73,70.595,2.59,2.3000000000000003,2.36
Sonoma,GR86-003-017,115.004,GR86-041-073,115.069,0.06499999999999773,14,-86.555,28.28,8,86.555,0.0,2.48,30.76,0.32
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,1,-11.215000000000003,-0.020000000000000018,11,40.865,29.65,2.45,2.43,0.44
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,2,-5.265000000000001,-0.009999999999999787,-44,43.825,38.56,2.51,2.5,-1.76
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,3,10.464999999999996,0.020000000000000018,40,29.53,39.995,2.47,2.49,1.6
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,4,0.0,-2.71,37,0.0,0.0,5.13,2.42,1.48
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,5,-70.03,0.6800000000000002,35,70.03,0.0,2.52,3.2,1.4000000000000001
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,6,-28.534999999999997,-0.06000000000000005,-74,76.895,48.36,2.5,2.44,-2.96
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,7,0.09499999999999886,0.0,25,47.93,48.025,2.48,2.48,1.0
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,8,-37.11,49.86000000000001,-30,37.11,0.0,2.51,52.370000000000005,-1.2
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,9,-75.69,-0.18000000000000016,26,110.405,34.715,2.62,2.44,1.04
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,10,-86.81,-0.009999999999999787,62,120.72,33.910000000000004,2.48,2.47,2.48
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,11,31.894999999999996,0.009999999999999787,-35,38.5,70.395,2.45,2.46,-1.4000000000000001
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,12,-10.725000000000001,-0.1499999999999999,1,72.545,61.82,2.58,2.43,0.04
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,13,-18.590000000000003,-0.1299999999999999,50,72.73,54.14,2.59,2.46,2.0
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,14,-60.325,-0.06000000000000005,61,86.555,26.23,2.48,2.42,2.44
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,15,-35.175000000000004,28.090000000000003,-41,35.175000000000004,0.0,2.42,30.51,-1.6400000000000001
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,16,-92.095,39.739999999999995,-104,92.095,0.0,2.45,42.19,-4.16
Sonoma,GR86-003-017,115.004,GR86-047-021,115.199,0.19499999999999318,17,3.4350000000000023,-0.050000000000000266,31,108.53,111.965,2.45,2.4,1.24
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,1,-40.865,15.580000000000002,-39,40.865,0.0,2.45,18.03,-1.56
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,2,38.7,-0.04999999999999982,15,43.825,82.525,2.51,2.46,0.6
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,3,-4.915000000000003,0.08000000000000007,2,29.53,24.615,2.47,2.5500000000000003,0.08
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,4,0.0,-1.5099999999999998,4,0.0,0.0,5.13,3.62,0.16
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,5,24.519999999999996,-1.96,56,70.03,94.55,2.52,0.56,2.24
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,6,-16.189999999999998,-0.10999999999999988,-74,76.895,60.705,2.5,2.39,-2.96
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,7,-4.604999999999997,0.0,27,47.93,43.325,2.48,2.48,1.08
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,8,66.675,0.10000000000000009,-44,37.11,103.785,2.51,2.61,-1.76
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,9,-34.135000000000005,-0.22999999999999998,56,110.405,76.27,2.62,2.39,2.24
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,10,-91.03999999999999,-0.08999999999999986,-30,120.72,29.68,2.48,2.39,-1.2
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,11,48.08500000000001,0.040000000000000036,-40,38.5,86.58500000000001,2.45,2.49,-1.6
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,12,6.060000000000002,-0.20000000000000018,43,72.545,78.605,2.58,2.38,1.72
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,13,-32.46,0.4800000000000004,35,72.73,40.27,2.59,3.0700000000000003,1.4000000000000001
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,14,28.029999999999987,0.040000000000000036,-2,86.555,114.585,2.48,2.52,-0.08
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,15,47.654999999999994,-0.029999999999999805,-14,35.175000000000004,82.83,2.42,2.39,-0.56
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,16,-20.629999999999995,0.040000000000000036,-93,92.095,71.465,2.45,2.49,-3.72
Sonoma,GR86-003-017,115.004,GR86-049-088,115.6,0.5959999999999894,17,-59.300000000000004,-0.07000000000000028,-7,108.53,49.23,2.45,2.38,-0.28
