corner_num,start_idx,apex_idx,end_idx,corner_duration,entry_throttle,apex_throttle,min_throttle,exit_throttle,max_brake,brake_duration,apex_lateral_g,avg_steering_angle,throttle_application_point,vehicle_id,lap,lap_time,track,race
2,365,385,460,95,43.39,2.38,2.38,94.5,0.0,0,1.566,41.33541666666667,459,GR86-038-093,12,115.201,Sonoma,Race 2
3,523,565,625,102,73.71000000000001,2.3000000000000003,2.3000000000000003,86.10000000000001,92.275,36,0.708,47.43203883495146,523,GR86-038-093,12,115.201,Sonoma,Race 2
4,845,872,932,87,70.08,2.41,2.41,90.53,68.305,37,0.84,38.50454545454546,845,GR86-038-093,12,115.201,Sonoma,Race 2
5,1174,1227,1274,100,8.49,2.31,2.31,92.22,97.345,49,0.964,47.72475247524751,1195,GR86-038-093,12,115.201,Sonoma,Race 2
6,1305,1322,1365,60,24.72,2.27,2.27,99.48,23.09,19,0.842,72.16393442622949,1363,GR86-038-093,12,115.201,Sonoma,Race 2
7,1712,1732,1847,135,73.81,2.44,2.44,83.19,76.59,68,0.044,41.09117647058823,1712,GR86-038-093,12,115.201,Sonoma,Race 2
8,2109,2180,2238,129,3.68,2.34,2.34,99.51,86.995,73,0.577,55.2676923076923,2135,GR86-038-093,12,115.201,Sonoma,Race 2
1,70,85,236,166,67.62,3.63,3.63,99.99,35.465,71,1.234,38.93293413173653,70,GR86-040-003,19,115.11,Sonoma,Race 2
2,361,372,401,40,19.29,2.44,2.44,98.15,9.37,0,0.973,32.87073170731708,400,GR86-040-003,19,115.11,Sonoma,Race 2
3,429,431,462,33,58.67,3.08,3.08,99.78,0.0,0,0.325,40.21176470588235,429,GR86-040-003,19,115.11,Sonoma,Race 2
4,535,546,620,85,30.91,2.5,2.5,97.84,76.895,50,0.022,61.97674418604651,549,GR86-040-003,19,115.11,Sonoma,Race 2
5,827,844,863,36,61.81,2.43,2.43,96.62,25.24,30,0.308,12.132432432432434,827,GR86-040-003,19,115.11,Sonoma,Race 2
6,865,875,951,86,14.85,2.52,2.52,84.99,21.835,25,1.172,46.08045977011494,951,GR86-040-003,19,115.11,Sonoma,Race 2
7,962,994,1000,38,78.95,37.57,37.57,99.92,0.0,0,1.382,65.04102564102564,962,GR86-040-003,19,115.11,Sonoma,Race 2
8,1203,1219,1238,35,64.32000000000001,2.47,2.47,99.55,80.345,34,0.044,5.594444444444445,1203,GR86-040-003,19,115.11,Sonoma,Race 2
9,1239,1243,1302,63,49.09,2.69,2.69,99.65,55.975,20,0.6930000000000001,49.41875,1301,GR86-040-003,19,115.11,Sonoma,Race 2
10,1331,1347,1386,55,42.07,2.43,2.43,90.46,28.43,12,1.009,72.59464285714286,1385,GR86-040-003,19,115.11,Sonoma,Race 2
11,1562,1573,1588,26,71.86,33.52,33.52,81.66,0.0,0,1.165,40.459259259259255,1562,GR86-040-003,19,115.11,Sonoma,Race 2
12,1742,1753,1770,28,25.76,2.46,2.46,99.93,78.42,29,0.018,0.48965517241379314,1769,GR86-040-003,19,115.11,Sonoma,Race 2
13,1772,1773,1874,102,57.32,3.22,3.22,96.33,76.62,42,0.073,59.661165048543694,1772,GR86-040-003,19,115.11,Sonoma,Race 2
14,2138,2152,2155,17,32.02,2.48,2.48,94.62,78.635,18,0.048,3.294444444444445,2155,GR86-040-003,19,115.11,Sonoma,Race 2
15,2156,2164,2252,96,38.49,2.5500000000000003,2.5500000000000003,98.44,79.84,52,0.174,62.69175257731959,2166,GR86-040-003,19,115.11,Sonoma,Race 2
1,86,103,133,47,77.84,3.71,3.71,97.51,0.0,0,1.178,49.62083333333334,86,GR86-041-073,18,115.93,Sonoma,Race 2
2,152,177,229,77,49.16,2.33,2.33,100.17,93.895,32,0.723,32.57692307692308,228,GR86-041-073,18,115.93,Sonoma,Race 2
3,329,401,407,78,56.7,3.0,3.0,93.59,0.0,0,1.449,33.21645569620254,329,GR86-041-073,18,115.93,Sonoma,Race 2
4,416,427,459,43,75.09,2.69,2.69,80.2,0.0,0,1.041,32.143181818181816,416,GR86-041-073,18,115.93,Sonoma,Race 2
5,523,540,542,19,52.03,2.9,2.9,83.8,76.115,15,0.11,2.8100000000000005,523,GR86-041-073,18,115.93,Sonoma,Race 2
6,543,550,626,83,22.6,2.32,2.32,91.75,66.58,31,0.877,82.63214285714287,624,GR86-041-073,18,115.93,Sonoma,Race 2
7,827,863,922,95,71.75,2.27,2.27,97.06,56.31,46,1.216,53.665625,827,GR86-041-073,18,115.93,Sonoma,Race 2
8,1181,1229,1257,76,68.87,2.32,2.32,97.72,69.25,56,0.919,38.115584415584415,1181,GR86-041-073,18,115.93,Sonoma,Race 2
9,1271,1281,1285,14,76.58,67.99,67.99,96.08,0.0,0,1.214,89.07333333333334,1271,GR86-041-073,18,115.93,Sonoma,Race 2
10,1292,1310,1377,85,38.96,2.27,2.27,89.89,30.52,19,0.527,55.73604651162792,1352,GR86-041-073,18,115.93,Sonoma,Race 2
11,1711,1764,1841,130,68.39,2.33,2.33,100.21,79.015,78,0.507,39.89465648854962,1711,GR86-041-073,18,115.93,Sonoma,Race 2
12,2118,2139,2143,25,52.94,2.24,2.24,81.88,84.325,24,0.086,4.8730769230769235,2118,GR86-041-073,18,115.93,Sonoma,Race 2
13,2145,2176,2214,69,8.86,2.3000000000000003,2.3000000000000003,85.54,70.595,48,0.871,53.09142857142857,2154,GR86-041-073,18,115.93,Sonoma,Race 2
14,2216,2224,2250,34,63.51,30.76,30.76,84.24,0.0,0,1.133,75.3857142857143,2216,GR86-041-073,18,115.93,Sonoma,Race 2
1,74,190,241,167,39.06,2.41,2.41,80.71000000000001,60.46,33,1.039,38.81607142857143,177,GR86-047-021,22,115.11,Sonoma,Race 2
2,366,398,420,54,36.61,2.72,2.72,98.73,0.0,0,1.716,60.29818181818183,419,GR86-047-021,22,115.11,Sonoma,Race 2
3,433,437,495,62,31.41,4.67,4.67,98.99,0.0,0,0.904,32.69206349206349,484,GR86-047-021,22,115.11,Sonoma,Race 2
4,539,546,550,11,49.48,3.63,3.63,81.88,110.025,11,0.078,9.933333333333332,549,GR86-047-021,22,115.11,Sonoma,Race 2
5,551,552,620,69,9.28,2.47,2.47,82.60000000000001,111.095,37,0.238,55.31,605,GR86-047-021,22,115.11,Sonoma,Race 2
6,844,855,858,14,63.25,3.3200000000000003,3.3200000000000003,99.24,61.85,12,0.121,4.706666666666667,844,GR86-047-021,22,115.11,Sonoma,Race 2
7,860,884,959,99,9.08,2.47,2.47,86.82000000000001,51.275,28,1.241,56.709999999999994,958,GR86-047-021,22,115.11,Sonoma,Race 2
8,1200,1211,1214,14,72.42,3.47,3.47,99.17,110.405,11,0.06,2.413333333333333,1200,GR86-047-021,22,115.11,Sonoma,Race 2
9,1226,1238,1282,56,28.5,2.44,2.44,99.44,102.93,32,0.682,39.954385964912284,1275,GR86-047-021,22,115.11,Sonoma,Race 2
10,1287,1293,1300,13,57.97,39.74,39.74,99.23,0.0,0,1.15,38.300000000000004,1287,GR86-047-021,22,115.11,Sonoma,Race 2
11,1305,1339,1376,71,71.67,2.39,2.39,82.53,36.12,21,0.988,63.004166666666656,1305,GR86-047-021,22,115.11,Sonoma,Race 2
12,1565,1584,1591,26,77.91,34.44,34.44,99.48,0.0,0,1.223,33.25925925925926,1565,GR86-047-021,22,115.11,Sonoma,Race 2
13,1732,1794,1863,131,62.05,2.36,2.36,99.36,112.145,70,0.647,38.80227272727272,1732,GR86-047-021,22,115.11,Sonoma,Race 2
14,2130,2142,2154,24,54.51,2.84,2.84,83.9,110.21,22,0.089,5.667999999999999,2130,GR86-047-021,22,115.11,Sonoma,Race 2
15,2156,2156,2235,79,2.11,2.11,2.11,97.33,86.995,66,0.084,59.71,2170,GR86-047-021,22,115.11,Sonoma,Race 2
1,66,165,221,155,32.64,2.68,2.68,95.47,59.925,43,0.292,39.4224358974359,167,GR86-049-088,6,115.2,Sonoma,Race 2
2,355,369,419,64,68.43,4.17,4.17,94.13,16.375,14,0.888,43.003076923076925,355,GR86-049-088,6,115.2,Sonoma,Race 2
3,430,454,468,38,45.92,2.44,2.44,87.15,0.0,0,0.976,40.725641025641025,468,GR86-049-088,6,115.2,Sonoma,Race 2
4,501,508,512,11,78.02,68.12,68.12,98.34,0.0,0,0.436,24.88333333333333,501,GR86-049-088,6,115.2,Sonoma,Race 2
5,536,568,611,75,25.43,2.39,2.39,83.15,76.68,46,0.652,48.086842105263166,554,GR86-049-088,6,115.2,Sonoma,Race 2
6,831,852,960,129,35.050000000000004,2.41,2.41,99.69,48.36,46,0.298,50.20384615384615,854,GR86-049-088,6,115.2,Sonoma,Race 2
7,1190,1206,1210,20,44.76,2.53,2.53,88.59,115.99,21,0.24,2.4952380952380953,1210,GR86-049-088,6,115.2,Sonoma,Race 2
8,1212,1217,1276,64,5.3500000000000005,2.42,2.42,97.84,76.455,47,0.068,42.495384615384616,1229,GR86-049-088,6,115.2,Sonoma,Race 2
9,1339,1376,1401,62,34.27,2.63,2.63,95.82,41.555,29,1.274,79.23174603174606,1392,GR86-049-088,6,115.2,Sonoma,Race 2
10,1572,1574,1594,22,41.89,31.75,31.75,99.01,3.035,0,1.056,32.53913043478262,1593,GR86-049-088,6,115.2,Sonoma,Race 2
11,1751,1767,1772,21,36.22,2.52,2.52,84.9,132.96,22,0.172,7.045454545454547,1772,GR86-049-088,6,115.2,Sonoma,Race 2
12,1783,1790,1798,15,50.59,2.48,2.48,95.35,87.24,16,0.475,27.799999999999997,1783,GR86-049-088,6,115.2,Sonoma,Race 2
13,1800,1807,1881,81,32.85,2.42,2.42,99.21,85.5,16,0.808,63.33170731707318,1880,GR86-049-088,6,115.2,Sonoma,Race 2
14,2153,2165,2168,15,35.06,2.52,2.52,93.09,119.455,16,0.0,4.8125,2167,GR86-049-088,6,115.2,Sonoma,Race 2
15,2178,2197,2276,98,43.39,2.44,2.44,99.87,92.125,39,0.7000000000000001,86.85252525252525,2199,GR86-049-088,6,115.2,Sonoma,Race 2
1,64,125,164,100,65.59,2.45,2.45,99.88,26.23,5,1.593,45.05742574257426,64,GR86-050-050,7,115.104,Sonoma,Race 2
2,165,173,175,10,53.71,2.53,2.53,92.59,34.93,11,0.196,6.736363636363637,165,GR86-050-050,7,115.104,Sonoma,Race 2
3,177,190,244,67,51.89,2.47,2.47,87.07000000000001,34.595,10,1.186,51.47058823529412,177,GR86-050-050,7,115.104,Sonoma,Race 2
4,353,369,451,98,56.83,2.46,2.46,98.41,16.28,10,1.185,51.774747474747485,353,GR86-050-050,7,115.104,Sonoma,Race 2
5,466,479,491,25,58.24,32.11,32.11,97.75,0.0,0,0.9,27.153846153846153,466,GR86-050-050,7,115.104,Sonoma,Race 2
6,520,530,533,13,43.53,2.62,2.62,99.2,65.86,11,0.15,11.078571428571427,532,GR86-050-050,7,115.104,Sonoma,Race 2
7,535,552,590,55,12.87,2.47,2.47,91.65,66.855,32,0.905,63.49821428571429,588,GR86-050-050,7,115.104,Sonoma,Race 2
8,800,817,819,19,31.23,2.45,2.45,99.89,32.655,15,0.349,15.944999999999999,819,GR86-050-050,7,115.104,Sonoma,Race 2
9,820,836,922,102,75.86,2.46,2.46,96.83,24.43,8,0.734,64.43980582524273,820,GR86-050-050,7,115.104,Sonoma,Race 2
10,1147,1164,1170,23,6.08,2.46,2.46,98.86,56.555,20,0.0,4.870833333333334,1169,GR86-050-050,7,115.104,Sonoma,Race 2
11,1172,1180,1182,10,6.8500000000000005,2.88,2.88,82.98,52.02,11,0.072,1.8727272727272728,1182,GR86-050-050,7,115.104,Sonoma,Race 2
12,1185,1292,1341,156,31.59,2.4,2.4,97.19,40.53,26,1.527,79.1923566878981,1242,GR86-050-050,7,115.104,Sonoma,Race 2
13,1523,1533,1544,21,59.86,35.34,35.34,82.87,0.0,0,1.086,29.60454545454546,1523,GR86-050-050,7,115.104,Sonoma,Race 2
14,1678,1697,1707,29,64.99,2.47,2.47,89.79,64.64,24,0.037,3.686666666666667,1678,GR86-050-050,7,115.104,Sonoma,Race 2
15,1708,1718,1721,13,23.69,2.6,2.6,94.25,68.9,14,0.144,2.292857142857143,1721,GR86-050-050,7,115.104,Sonoma,Race 2
16,1723,1752,1817,94,69.28,2.43,2.43,97.92,83.12,36,0.885,83.24842105263157,1723,GR86-050-050,7,115.104,Sonoma,Race 2
17,2084,2101,2105,21,32.92,2.47,2.47,87.74,51.96,17,0.028,6.354545454545455,2105,GR86-050-050,7,115.104,Sonoma,Race 2
18,2107,2116,2119,12,40.08,2.59,2.59,96.81,52.71,13,0.063,5.815384615384617,2118,GR86-050-050,7,115.104,Sonoma,Race 2
19,2121,2130,2141,20,27.67,2.48,2.48,99.91,44.68,21,0.317,18.96666666666667,2140,GR86-050-050,7,115.104,Sonoma,Race 2
20,2143,2155,2226,83,20.11,2.44,2.44,97.81,33.22,25,0.991,116.6202380952381,2224,GR86-050-050,7,115.104,Sonoma,Race 2
1,98,157,165,67,73.42,4.95,4.95,100.15,12.085,19,1.03,33.76617647058823,98,GR86-051-071,3,117.422,Sonoma,Race 2
2,166,183,186,20,75.49,4.03,4.03,92.0,10.59,1,0.431,20.166666666666668,166,GR86-051-071,3,117.422,Sonoma,Race 2
3,188,194,260,72,76.22,2.34,2.34,95.71,24.46,14,0.321,43.62739726027397,188,GR86-051-071,3,117.422,Sonoma,Race 2
4,392,409,450,58,57.96,2.46,2.46,99.55,22.905,21,0.999,40.7271186440678,392,GR86-051-071,3,117.422,Sonoma,Race 2
5,468,479,497,29,52.52,13.44,13.44,93.75,0.0,0,1.128,55.970000000000006,468,GR86-051-071,3,117.422,Sonoma,Race 2
6,574,577,590,16,72.12,2.4,2.4,93.41,73.935,17,0.169,2.0823529411764703,574,GR86-051-071,3,117.422,Sonoma,Race 2
7,591,596,649,58,38.47,2.44,2.44,96.21,61.45,26,0.244,57.962711864406785,647,GR86-051-071,3,117.422,Sonoma,Race 2
8,855,870,883,28,60.15,2.44,2.44,99.29,24.31,11,0.528,8.379310344827584,855,GR86-051-071,3,117.422,Sonoma,Race 2
9,885,892,980,95,51.86,2.44,2.44,83.19,21.15,38,0.504,46.596875000000004,885,GR86-051-071,3,117.422,Sonoma,Race 2
10,993,1016,1029,36,43.26,27.67,27.67,83.75,0.0,0,1.401,63.11891891891892,1023,GR86-051-071,3,117.422,Sonoma,Race 2
11,1233,1244,1248,15,50.15,2.47,2.47,82.10000000000001,61.88,16,0.088,3.76875,1233,GR86-051-071,3,117.422,Sonoma,Race 2
12,1250,1264,1268,18,58.76,2.45,2.45,99.61,48.620000000000005,19,0.03,3.4842105263157896,1250,GR86-051-071,3,117.422,Sonoma,Race 2
13,1270,1278,1334,64,72.55,2.34,2.34,94.38,38.715,22,0.026,49.178461538461534,1270,GR86-051-071,3,117.422,Sonoma,Race 2
14,1361,1378,1430,69,51.85,2.41,2.41,97.15,16.97,6,0.962,69.66,1361,GR86-051-071,3,117.422,Sonoma,Race 2
15,1601,1614,1634,33,53.6,18.6,18.6,99.98,0.0,0,0.975,34.55,1601,GR86-051-071,3,117.422,Sonoma,Race 2
16,1778,1795,1798,20,39.74,2.47,2.47,98.79,67.39,21,0.299,6.490476190476191,1797,GR86-051-071,3,117.422,Sonoma,Race 2
17,1799,1807,1810,11,63.54,2.82,2.82,98.52,72.865,12,0.155,2.2416666666666667,1799,GR86-051-071,3,117.422,Sonoma,Race 2
18,1812,1818,1822,10,37.46,2.34,2.34,91.69,65.925,11,0.07,2.0909090909090913,1822,GR86-051-071,3,117.422,Sonoma,Race 2
19,1825,1833,1940,115,5.09,2.34,2.34,93.07,72.395,31,0.003,65.89310344827587,1840,GR86-051-071,3,117.422,Sonoma,Race 2
20,2198,2212,2216,18,40.26,2.47,2.47,100.11,45.37,19,0.038,2.6736842105263166,2215,GR86-051-071,3,117.422,Sonoma,Race 2
21,2218,2225,2229,11,4.5,2.48,2.48,100.24,62.93,12,0.102,4.466666666666666,2228,GR86-051-071,3,117.422,Sonoma,Race 2
22,2231,2235,2321,90,44.42,2.31,2.31,97.47,58.965,44,0.015,73.7769230769231,2244,GR86-051-071,3,117.422,Sonoma,Race 2
1,37,167,236,199,78.49,2.38,2.38,96.15,62.06,29,0.218,34.692,37,GR86-061-051,17,115.464,Sonoma,Race 2
2,346,430,448,102,63.56,2.34,2.34,99.44,0.0,0,1.207,35.87961165048544,346,GR86-061-051,17,115.464,Sonoma,Race 2
3,493,520,591,98,37.53,2.38,2.38,85.47,96.045,39,0.755,50.769696969696966,571,GR86-061-051,17,115.464,Sonoma,Race 2
4,644,806,900,256,54.51,2.39,2.39,80.54,34.18,38,0.273,34.97548638132295,644,GR86-061-051,17,115.464,Sonoma,Race 2
5,1081,1104,1125,44,77.03,2.42,2.42,96.23,113.075,24,0.01,3.9533333333333336,1081,GR86-061-051,17,115.464,Sonoma,Race 2
6,1126,1130,1215,89,44.18,2.38,2.38,81.15,119.61,30,0.161,44.857777777777784,1145,GR86-061-051,17,115.464,Sonoma,Race 2
7,1246,1257,1306,60,11.7,2.36,2.36,80.25,34.245,16,1.076,72.89999999999999,1303,GR86-061-051,17,115.464,Sonoma,Race 2
8,1477,1512,1517,40,64.24,23.26,23.26,97.89,0.0,0,1.161,34.94146341463415,1477,GR86-061-051,17,115.464,Sonoma,Race 2
9,1652,1691,1800,148,39.91,2.41,2.41,98.56,137.555,62,0.336,43.43355704697987,1798,GR86-061-051,17,115.464,Sonoma,Race 2
10,2040,2082,2086,46,72.35000000000001,2.41,2.41,99.74,131.205,40,0.285,9.048936170212764,2040,GR86-061-051,17,115.464,Sonoma,Race 2
11,2087,2097,2185,98,55.34,2.41,2.41,86.08,107.675,22,1.011,80.10000000000001,2087,GR86-061-051,17,115.464,Sonoma,Race 2
1,51,166,177,126,69.36,2.72,2.72,98.29,57.38,16,0.289,32.82834645669292,51,GR86-062-012,18,117.69,Sonoma,Race 2
2,180,195,259,79,4.26,2.42,2.42,98.48,9.035,0,1.194,42.61125,258,GR86-062-012,18,117.69,Sonoma,Race 2
3,373,386,421,48,43.27,2.35,2.35,99.98,16.375,11,0.53,40.3530612244898,419,GR86-062-012,18,117.69,Sonoma,Race 2
4,509,530,593,84,18.85,2.39,2.39,94.42,59.745000000000005,66,0.235,36.16117647058824,521,GR86-062-012,18,117.69,Sonoma,Race 2
5,806,852,943,137,79.10000000000001,2.38,2.38,84.59,53.06,30,0.767,44.00579710144927,806,GR86-062-012,18,117.69,Sonoma,Race 2
6,1177,1193,1291,114,53.44,2.35,2.35,96.51,76.985,57,0.009,28.902608695652173,1177,GR86-062-012,18,117.69,Sonoma,Race 2
7,1311,1326,1386,75,69.11,2.4,2.4,99.71,14.605,9,0.982,58.83684210526317,1311,GR86-062-012,18,117.69,Sonoma,Race 2
8,1547,1587,1598,51,67.81,6.82,6.82,99.6,0.0,0,1.139,24.611538461538462,1547,GR86-062-012,18,117.69,Sonoma,Race 2
9,1620,1627,1641,21,75.01,39.77,39.77,96.08,0.0,0,0.991,26.95454545454546,1620,GR86-062-012,18,117.69,Sonoma,Race 2
10,1736,1752,1763,27,46.47,2.42,2.42,92.38,75.185,20,0.037,1.8607142857142858,1763,GR86-062-012,18,117.69,Sonoma,Race 2
11,1764,1796,1874,110,57.63,2.32,2.32,89.28,70.99,49,0.503,48.72882882882883,1764,GR86-062-012,18,117.69,Sonoma,Race 2
12,2139,2152,2160,21,46.25,2.39,2.39,88.02,69.05,13,0.043,2.8499999999999996,2159,GR86-062-012,18,117.69,Sonoma,Race 2
13,2161,2184,2278,117,20.51,2.39,2.39,99.68,82.71000000000001,45,0.291,60.824576271186444,2176,GR86-062-012,18,117.69,Sonoma,Race 2
1,0,307,487,487,5.36,0.3,0.3,82.16,9.31,0,1.142,31.465573770491805,485,GR86-002-000,5,121.662,Barber,Race 1
2,593,599,607,14,77.8,0.23,0.23,85.75,31.48,8,0.849,33.513333333333335,593,GR86-002-000,5,121.662,Barber,Race 1
3,711,714,920,209,69.93,0.08,0.08,84.66,41.4,64,0.391,52.53142857142857,711,GR86-002-000,5,121.662,Barber,Race 1
4,960,964,971,11,76.01,49.61,49.61,88.60000000000001,0.0,0,0.783,65.26666666666668,960,GR86-002-000,5,121.662,Barber,Race 1
5,1005,1009,1019,14,60.4,53.28,53.28,83.11,0.0,0,0.102,25.18,1005,GR86-002-000,5,121.662,Barber,Race 1
6,1074,1335,1410,336,77.33,0.18,0.18,81.17,23.805,69,0.411,23.19584569732938,1074,GR86-002-000,5,121.662,Barber,Race 1
7,1427,1517,1573,146,79.79,16.63,16.63,83.8,0.0,0,0.118,15.420408163265307,1427,GR86-002-000,5,121.662,Barber,Race 1
8,1607,1766,1869,262,78.61,0.17,0.17,84.79,10.865,6,0.232,13.86083650190114,1607,GR86-002-000,5,121.662,Barber,Race 1
9,1908,2019,2046,138,57.76,0.23,0.23,85.49,39.815,30,0.538,23.318705035971224,1908,GR86-002-000,5,121.662,Barber,Race 1
10,2053,2056,2509,456,79.01,0.02,0.02,92.56,17.395,12,0.952,26.35382932166302,2053,GR86-002-000,5,121.662,Barber,Race 1
1,0,207,921,921,11.4,0.0,0.0,80.32000000000001,35.31,80,0.853,37.62581344902386,440,GR86-010-16,5,121.907,Barber,Race 1
2,1110,1136,1148,38,76.65,48.42,48.42,83.43,0.0,0,0.522,14.205128205128204,1110,GR86-010-16,5,121.907,Barber,Race 1
3,1162,1213,1437,275,78.99,0.0,0.0,82.83,26.72,60,0.459,39.98333333333334,1162,GR86-010-16,5,121.907,Barber,Race 1
4,1439,1443,1460,21,79.63,76.87,76.87,80.54,0.0,0,0.924,69.82272727272726,1439,GR86-010-16,5,121.907,Barber,Race 1
5,1505,1516,1552,47,74.9,41.75,41.75,81.06,0.0,0,0.097,16.8125,1505,GR86-010-16,5,121.907,Barber,Race 1
6,1673,1689,1805,132,78.78,0.0,0.0,80.37,11.58,15,0.332,22.124812030075187,1673,GR86-010-16,5,121.907,Barber,Race 1
7,1915,1917,1978,63,76.84,0.0,0.0,81.97,11.185,28,0.071,11.75,1915,GR86-010-16,5,121.907,Barber,Race 1
8,1983,1995,2111,128,68.85000000000001,0.0,0.0,86.99,25.27,31,0.849,36.81162790697675,1983,GR86-010-16,5,121.907,Barber,Race 1
9,2129,2130,2178,49,29.02,0.0,0.0,80.51,23.685,16,0.428,11.843999999999996,2173,GR86-010-16,5,121.907,Barber,Race 1
10,2184,2187,2199,15,73.27,0.0,0.0,100.0,79.69,11,0.01,20.8875,2184,GR86-010-16,5,121.907,Barber,Race 1
11,2207,2210,2238,31,62.32,0.0,0.0,84.74,27.62,5,0.668,35.45,2207,GR86-010-16,5,121.907,Barber,Race 1
12,2248,2253,2268,20,64.44,0.0,0.0,88.44,16.22,4,0.708,41.44761904761904,2248,GR86-010-16,5,121.907,Barber,Race 1
13,2275,2280,2305,30,60.38,0.0,0.0,91.68,3.405,0,0.655,36.22580645161291,2275,GR86-010-16,5,121.907,Barber,Race 1
14,2313,2315,2327,14,70.9,0.0,0.0,90.64,2.275,0,0.439,27.786666666666672,2313,GR86-010-16,5,121.907,Barber,Race 1
15,2330,2332,2480,150,60.36,0.0,0.0,82.82000000000001,38.595,29,0.378,48.31390728476822,2330,GR86-010-16,5,121.907,Barber,Race 1
16,2487,2524,2532,45,74.02,20.96,20.96,89.77,27.255,29,0.119,26.647826086956524,2487,GR86-010-16,5,121.907,Barber,Race 1
1,36,37,60,24,41.43,0.0,0.0,99.56,19.075,21,0.036,2.224,60,GR86-015-31,4,119.664,Barber,Race 1
2,157,178,437,280,66.41,0.0,0.0,100.0,16.65,38,1.429,49.05266903914591,157,GR86-015-31,4,119.664,Barber,Race 1
3,466,468,483,17,44.32,0.0,0.0,100.0,10.315,3,0.491,16.5,482,GR86-015-31,4,119.664,Barber,Race 1
4,538,548,601,63,78.86,0.0,0.0,100.0,3.695,0,0.463,11.0328125,538,GR86-015-31,4,119.664,Barber,Race 1
5,616,617,641,25,25.88,0.0,0.0,98.21,14.025,5,0.042,3.011538461538462,640,GR86-015-31,4,119.664,Barber,Race 1
6,654,657,792,138,64.34,0.0,0.0,94.83,26.05,33,0.013,41.350359712230215,654,GR86-015-31,4,119.664,Barber,Race 1
7,906,907,927,21,40.62,0.0,0.0,100.0,63.055,22,0.093,2.222727272727272,926,GR86-015-31,4,119.664,Barber,Race 1
8,1023,1025,1042,19,66.47,0.0,0.0,89.9,15.275,7,0.091,3.8150000000000004,1023,GR86-015-31,4,119.664,Barber,Race 1
9,1184,1186,1326,142,71.26,0.0,0.0,85.58,89.12,59,0.54,37.83916083916083,1184,GR86-015-31,4,119.664,Barber,Race 1
10,1364,1366,1377,13,73.97,0.0,0.0,100.0,23.93,12,1.135,45.564285714285724,1364,GR86-015-31,4,119.664,Barber,Race 1
11,1470,1472,1487,17,34.93,0.0,0.0,94.1,14.115,5,0.017,2.266666666666667,1486,GR86-015-31,4,119.664,Barber,Race 1
12,1517,1519,1529,12,45.99,0.0,0.0,95.64,18.985,10,0.014,2.7692307692307696,1528,GR86-015-31,4,119.664,Barber,Race 1
13,1606,1609,1620,14,78.05,0.0,0.0,100.0,24.645,8,0.173,14.88,1606,GR86-015-31,4,119.664,Barber,Race 1
14,1640,1642,1685,45,46.99,0.0,0.0,98.14,14.755,18,0.12,1.4978260869565219,1683,GR86-015-31,4,119.664,Barber,Race 1
15,1695,1703,1715,20,61.53,0.0,0.0,91.69,0.0,0,0.068,1.6142857142857143,1695,GR86-015-31,4,119.664,Barber,Race 1
16,1732,1744,1771,39,50.42,0.0,0.0,100.0,17.185,4,0.071,4.625,1732,GR86-015-31,4,119.664,Barber,Race 1
17,1852,1853,1935,83,43.81,0.0,0.0,100.0,27.435,22,0.268,40.23571428571429,1934,GR86-015-31,4,119.664,Barber,Race 1
18,1971,1972,2033,62,44.65,0.0,0.0,95.66,41.795,22,0.289,18.144444444444442,2032,GR86-015-31,4,119.664,Barber,Race 1
19,2056,2058,2088,32,60.33,0.0,0.0,81.43,28.215,17,0.932,31.990909090909092,2056,GR86-015-31,4,119.664,Barber,Race 1
20,2121,2151,2168,47,52.4,0.0,0.0,98.82,7.765000000000001,0,0.496,25.135416666666668,2121,GR86-015-31,4,119.664,Barber,Race 1
21,2178,2180,2297,119,48.51,0.0,0.0,80.62,32.535000000000004,17,0.424,56.22666666666667,2233,GR86-015-31,4,119.664,Barber,Race 1
1,0,40,457,457,73.79,0.0,0.0,80.37,13.885,7,0.008,34.22510917030568,0,GR86-016-55,5,120.433,Barber,Race 1
2,504,506,593,89,78.44,0.0,0.0,80.19,8.635,0,0.64,20.012222222222224,504,GR86-016-55,5,120.433,Barber,Race 1
3,604,606,849,245,54.29,0.0,0.0,90.49,32.81,38,0.007,29.508130081300813,604,GR86-016-55,5,120.433,Barber,Race 1
4,892,894,982,90,56.54,0.0,0.0,81.41,0.0,0,1.015,22.47142857142857,892,GR86-016-55,5,120.433,Barber,Race 1
5,991,992,1016,25,61.4,0.0,0.0,84.31,0.0,0,0.199,35.37307692307692,991,GR86-016-55,5,120.433,Barber,Race 1
6,1114,1130,1381,267,77.86,0.0,0.0,80.93,24.2,93,0.017,26.33880597014926,1114,GR86-016-55,5,120.433,Barber,Race 1
7,1398,1411,1879,481,73.83,0.0,0.0,80.32000000000001,17.09,25,1.023,15.344605809128632,1398,GR86-016-55,5,120.433,Barber,Race 1
8,1940,1941,2375,435,35.59,0.0,0.0,82.42,42.955,38,0.637,30.023394495412845,2032,GR86-016-55,5,120.433,Barber,Race 1
9,2377,2379,2431,54,69.33,0.0,0.0,98.92,11.84,6,0.977,56.30909090909091,2377,GR86-016-55,5,120.433,Barber,Race 1
10,2435,2437,2474,39,28.9,0.0,0.0,100.0,14.635,5,0.662,19.017500000000002,2457,GR86-016-55,5,120.433,Barber,Race 1
